 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
1012394,243.861028273,192.168.1.108,192.168.1.104,ICMP,965,"Echo (ping) request  id=0x468d, seq=27362/57962, ttl=64 (reply in 1012397)",1012394,965,"Mar  2, 2024 20:00:00.189229353 +03",1709398800.1892292,eth:ethertype:ip:icmp:data,08:00:27:66:96:d4,08:00:27:4f:81:43,IPv4,192.168.1.108,192.168.1.104,951.0,64.0,0x00,0.0,ICMP,4.0,0x00,0x1f76,,,,,,,,,,,,,,,,,,0.0,0xd778,,,,,,,,,,,,,,,,,
"No.","Time","Source","Destination","Protocol","Length","Info","frame number","frame length","Frame Time","Frame Time (Epoch)","Frame Protocols","Ethernet Source","Ethernet Destination","Ethernet Type","IP Source","IP Destination","IP Length","IP TTL","IP Flags","IP Fragment Offset","IP Protocol","IP Version","IP DSCP Field","IP Checksum","TCP Source Port","TCP Destination Port","TCP Length","TCP Sequence Number","TCP Acknowledgment Number","TCP Flags","TCP SYN Flag","TCP ACK Flag","TCP FIN Flag","TCP RST Flag","TCP Window Size","TCP Checksum","TCP Stream","UDP Source Port","UDP Destination Port","UDP Length","UDP Checksum","ICMP Type","ICMP Checksum","HTTP Request Method","HTTP Request URI","HTTP Request Version","HTTP Full URI","HTTP Response Code","HTTP User-Agent","HTTP Content-Length","HTTP Content Type","HTTP Cookie","HTTP Host","HTTP Referer","HTTP Location","HTTP Authorization","HTTP Connection","DNS Query Name","DNS Query Type","deltatime"
"1","0.000000000","192.168.1.108","192.168.1.104","TCP","1016","22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","1","1016","Mar  2, 2024 20:21:04.707675789 +03","1709400064.707675789","eth:ethertype:ip:tcp:data","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x5a36","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000000"
"2","0.000000561","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","2","1016","Mar  2, 2024 20:21:04.707676350 +03","1709400064.707676350","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x0b52","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000561"
"3","0.000000601","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","3","1016","Mar  2, 2024 20:21:04.707676390 +03","1709400064.707676390","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x1cd1","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"4","0.000472168","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","4","1016","Mar  2, 2024 20:21:04.708147957 +03","1709400064.708147957","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x4650","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000471567"
"5","0.000472398","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","5","1016","Mar  2, 2024 20:21:04.708148187 +03","1709400064.708148187","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x39c6","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000230"
"6","0.000472439","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","6","1016","Mar  2, 2024 20:21:04.708148228 +03","1709400064.708148228","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xa3be","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000041"
"7","0.000472489","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","7","1016","Mar  2, 2024 20:21:04.708148278 +03","1709400064.708148278","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x98e0","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"8","0.000472539","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","8","1016","Mar  2, 2024 20:21:04.708148328 +03","1709400064.708148328","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x2ff2","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"9","0.000472579","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","9","1016","Mar  2, 2024 20:21:04.708148368 +03","1709400064.708148368","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x11d3","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"10","0.000952271","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","10","1016","Mar  2, 2024 20:21:04.708628060 +03","1709400064.708628060","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x8339","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000479692"
"11","0.000952401","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","11","1016","Mar  2, 2024 20:21:04.708628190 +03","1709400064.708628190","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x5b37","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000130"
"12","0.000952441","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","12","1016","Mar  2, 2024 20:21:04.708628230 +03","1709400064.708628230","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xdccc","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"13","0.000952491","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","13","1016","Mar  2, 2024 20:21:04.708628280 +03","1709400064.708628280","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xd636","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"14","0.000952541","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","14","1016","Mar  2, 2024 20:21:04.708628330 +03","1709400064.708628330","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x3d00","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"15","0.000952591","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","15","1016","Mar  2, 2024 20:21:04.708628380 +03","1709400064.708628380","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xbe8f","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"16","0.001430852","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","16","1016","Mar  2, 2024 20:21:04.709106641 +03","1709400064.709106641","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x3375","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000478261"
"17","0.001430982","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","17","1016","Mar  2, 2024 20:21:04.709106771 +03","1709400064.709106771","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x516e","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000130"
"18","0.001431022","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","18","1016","Mar  2, 2024 20:21:04.709106811 +03","1709400064.709106811","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xa88b","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"19","0.001431072","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","19","1016","Mar  2, 2024 20:21:04.709106861 +03","1709400064.709106861","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x705f","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"20","0.001431253","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","20","1016","Mar  2, 2024 20:21:04.709107042 +03","1709400064.709107042","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x6b47","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000181"
"21","0.002071527","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","21","1016","Mar  2, 2024 20:21:04.709747316 +03","1709400064.709747316","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x8bad","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000640274"
"22","0.002071688","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","22","1016","Mar  2, 2024 20:21:04.709747477 +03","1709400064.709747477","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xcab9","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000161"
"23","0.002071728","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","23","1016","Mar  2, 2024 20:21:04.709747517 +03","1709400064.709747517","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xa0b0","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"24","0.002071768","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","24","1016","Mar  2, 2024 20:21:04.709747557 +03","1709400064.709747557","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x3fb3","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"25","0.002071808","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","25","1016","Mar  2, 2024 20:21:04.709747597 +03","1709400064.709747597","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x9dfb","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"26","0.002071848","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","26","1016","Mar  2, 2024 20:21:04.709747637 +03","1709400064.709747637","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xce2b","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"27","0.002071898","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","27","1016","Mar  2, 2024 20:21:04.709747687 +03","1709400064.709747687","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x092d","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"28","0.002806198","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","28","1016","Mar  2, 2024 20:21:04.710481987 +03","1709400064.710481987","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xabca","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000734300"
"29","0.002806358","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","29","1016","Mar  2, 2024 20:21:04.710482147 +03","1709400064.710482147","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x4f7e","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000160"
"30","0.002806398","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","30","1016","Mar  2, 2024 20:21:04.710482187 +03","1709400064.710482187","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xf050","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"31","0.002806438","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","31","1016","Mar  2, 2024 20:21:04.710482227 +03","1709400064.710482227","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xc054","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000040"
"32","0.002806468","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","32","1016","Mar  2, 2024 20:21:04.710482257 +03","1709400064.710482257","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xb6cb","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000030"
"33","0.002806518","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","33","1016","Mar  2, 2024 20:21:04.710482307 +03","1709400064.710482307","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x08b9","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"34","0.002806559","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","34","1016","Mar  2, 2024 20:21:04.710482348 +03","1709400064.710482348","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xea3c","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000041"
"35","0.002806609","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","35","1016","Mar  2, 2024 20:21:04.710482398 +03","1709400064.710482398","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x0a32","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"36","0.002868136","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","36","1016","Mar  2, 2024 20:21:04.710543925 +03","1709400064.710543925","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x4f95","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000061527"
"37","0.002868226","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","37","1016","Mar  2, 2024 20:21:04.710544015 +03","1709400064.710544015","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x9b11","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000090"
"38","0.002868276","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","38","1016","Mar  2, 2024 20:21:04.710544065 +03","1709400064.710544065","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xb029","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000050"
"39","0.003309941","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","39","1016","Mar  2, 2024 20:21:04.710985730 +03","1709400064.710985730","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0x8c9e","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000441665"
"40","0.003310061","192.168.1.108","192.168.1.104","TCP","1016","[TCP Retransmission] 22616  >  22616 [PSH, ACK, ECN, Reserved] Seq=1 Ack=1 Win=22616 Len=962","40","1016","Mar  2, 2024 20:21:04.710985850 +03","1709400064.710985850","eth:ethertype:ip:tcp","08:00:27:66:96:d4","08:00:27:4f:81:43","IPv4","192.168.1.108","192.168.1.104","1002","64","0x00","0","TCP","4","0x00","0xb9fa","22616","22616","962","1","1","0x858","Not set","Set","Not set","Not set","22616","0x5858","0","","","","","","","","","","","","","","","","","","","","","","","0.000000120"
"1","0.000000000","116.196.148.22","192.168.1.104","UDP","60","2082  >  0 Len=0","1","60","Nov  3, 2023 18:56:19.472482930 +03","1699026979.472482930","eth:ethertype:ip:udp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","116.196.148.22","192.168.1.104","28","64","0x00","0","UDP","4","0x00","0xeaac","","","","","","","","","","","","","","2082","0","8","0x2cd1","","","","","","","","","","","","","","","","","",""
"2","0.000000386","117.66.110.228","192.168.1.104","UDP","60","2083  >  0 Len=0","2","60","Nov  3, 2023 18:56:19.472483316 +03","1699026979.472483316","eth:ethertype:ip:udp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","117.66.110.228","192.168.1.104","28","64","0x00","0","UDP","4","0x00","0xb010","","","","","","","","","","","","","","2083","0","8","0x5184","","","","","","","","","","","","","","","","","",""
"3","0.000000423","94.122.47.59","192.168.1.104","UDP","60","2084  >  0 Len=0","3","60","Nov  3, 2023 18:56:19.472483353 +03","1699026979.472483353","eth:ethertype:ip:udp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","94.122.47.59","192.168.1.104","28","64","0x00","0","UDP","4","0x00","0xc86b","","","","","","","","","","","","","","2084","0","8","0xa7f4","","","","","","","","","","","","","","","","","",""
"4","0.000000457","169.96.200.141","192.168.1.104","UDP","60","2085  >  0 Len=0","4","60","Nov  3, 2023 18:56:19.472483387 +03","1699026979.472483387","eth:ethertype:ip:udp","08:00:27:37:96:63","08:00:27:5d:ef:d9","IPv4","169.96.200.141","192.168.1.104","28","64","0x00","0","UDP","4","0x00","0x2419","","","","","","","","","","","","","","2085","0","8","0xc3ba","","","","","","","","","","","","","","","","","",""
