timestamp,url_length,path_length,query_length,param_count,header_count,payload_length,url_entropy,payload_entropy,alpha_ratio,digit_ratio,special_char_ratio,suspicious_chars_count,sql_keyword_count,xss_pattern_count,command_injection_count,path_traversal_count,is_malicious
1753548281.9732292,82,38,12,0,10,125,7,2,3,0,4.742075462899336,4.079178120527537,0.39,0.18,0.19,4,1
1753548281.9732292,74,43,33,1,8,10,0,0,0,0,5.396731211678808,4.819343950551942,0.59,0.28,0.13,0,0
1753548281.9732292,79,45,29,1,8,49,0,0,0,0,4.769891851171575,4.13235114131273,0.42,0.18,0.18,0,0
1753548281.9732292,46,39,42,1,10,217,7,2,2,2,5.904093634745919,3.025828444652239,0.7,0.11,0.18,2,1
1753548281.9732292,98,40,50,5,9,95,0,0,0,0,3.1414570765774408,3.9852237878129806,0.7,0.16,0.18,0,0
1753548281.9732292,49,33,15,5,3,75,0,0,0,0,4.368700696713963,3.7422943162960514,0.6,0.37,0.13,0,0
1753548282.6027834,82,12,49,1,4,51,3,5,0,1,5.723491559378219,5.135895789315535,0.34,0.39,0.14,3,1
1753548282.6116588,22,30,13,2,8,69,0,0,0,0,3.4961304564041944,4.540201795402424,0.63,0.33,0.08,0,0
1753548282.6116588,40,43,9,2,10,45,0,0,0,0,5.156997491024972,3.6648342979461983,0.41,0.39,0.18,0,0
1753548282.6116588,70,36,5,2,7,483,5,4,0,1,4.656879175812405,3.284094882031934,0.69,0.39,0.15,3,1
1753548282.6116588,76,10,42,3,6,13,0,0,0,0,5.509062881953229,4.806803298519695,0.76,0.19,0.13,0,0
1753548282.620266,38,5,26,5,4,91,0,0,0,0,5.38059461787843,4.465121953625031,0.79,0.18,0.05,0,0
1753548282.620266,29,29,13,1,6,110,2,3,1,0,4.835977216414765,3.867594992295005,0.51,0.3,0.18,3,1
1753548282.620266,48,40,37,5,5,34,0,0,0,0,4.149046650748467,3.3599356166436354,0.36,0.21,0.15,0,0
1753548282.620266,46,18,13,4,5,70,0,0,0,0,5.57731046795352,5.7184558732931094,0.37,0.25,0.2,0,0
1753548282.620266,54,34,19,1,8,375,6,1,3,2,5.662766716129786,4.320451462369904,0.67,0.16,0.13,2,1
1753548282.620266,20,28,37,5,5,16,0,0,0,0,5.766577911879537,5.691116624690946,0.49,0.12,0.08,0,0
1753548282.620266,81,47,49,3,8,29,0,0,0,0,3.181415458590825,4.17579531603534,0.77,0.29,0.07,0,0
1753548282.6274505,100,27,28,3,8,97,4,4,2,2,5.567161803502748,3.0508706251063247,0.6,0.19,0.11,2,1
1753548282.6283321,67,11,24,4,9,14,0,0,0,0,3.386989234738762,3.487568607452264,0.75,0.19,0.19,0,0
1753548282.6283321,57,43,15,3,5,11,0,0,0,0,5.212844775624006,3.005949147945831,0.54,0.13,0.09,0,0
1753548282.6298018,55,44,12,1,7,142,4,2,1,0,4.023738609135719,4.283364429630817,0.66,0.34,0.14,4,1
1753548282.6298018,48,11,43,3,3,33,0,0,0,0,5.0096651694594545,3.8550435771788183,0.72,0.2,0.13,0,0
1753548282.6298018,62,12,41,4,3,34,0,0,0,0,5.942319118424097,3.06955413816351,0.61,0.26,0.08,0,0
1753548282.6298018,63,45,39,4,10,164,2,2,2,0,4.191218622544973,3.335491204927555,0.36,0.35,0.15,4,1
1753548282.6298018,41,48,2,2,4,51,0,0,0,0,5.866852523032105,4.082414929252706,0.55,0.36,0.07,0,0
1753548282.6298018,79,21,21,0,6,89,0,0,0,0,3.4887077622764915,3.784327225397866,0.57,0.16,0.15,0,0
1753548282.6298018,81,30,49,4,6,353,2,5,2,1,5.861256656454828,3.9929948671448274,0.42,0.24,0.14,4,1
1753548282.6298018,21,49,41,1,4,91,0,0,0,0,5.394948179193692,3.836846599457825,0.33,0.11,0.09,0,0
1753548282.635612,75,20,20,1,6,39,0,0,0,0,5.486227296683517,3.08986908186651,0.62,0.36,0.1,0,0
1753548282.635612,39,11,38,2,3,356,5,5,1,1,5.193260920808094,3.2068008262159977,0.45,0.39,0.2,5,1
1753548282.635612,37,29,49,0,3,82,0,0,0,0,3.827649061254396,4.37729264453484,0.46,0.32,0.18,0,0
1753548282.635612,31,23,33,4,4,87,0,0,0,0,4.354120377937374,3.9173131759162674,0.61,0.39,0.18,0,0
1753548282.635612,86,34,46,4,5,263,3,5,3,1,3.298720264329247,3.200574149794492,0.47,0.22,0.18,2,1
1753548282.635612,68,35,28,0,6,4,0,0,0,0,5.501028150839446,5.944616123518042,0.35,0.24,0.16,0,0
1753548282.635612,28,34,44,2,5,72,0,0,0,0,5.3104594423274545,5.6726444927763735,0.63,0.12,0.17,0,0
1753548282.635612,56,39,21,0,5,73,4,1,1,0,5.2681414308898225,4.764059821515702,0.8,0.31,0.17,5,1
1753548282.635612,60,48,23,2,3,96,0,0,0,0,3.382909330053149,3.474225660155114,0.5,0.14,0.12,0,0
1753548282.635612,99,18,22,5,7,64,0,0,0,0,5.607809406309998,5.691657519832951,0.45,0.4,0.06,0,0
1753548282.635612,21,21,15,3,9,114,2,2,2,0,3.7818618551920062,5.0308699736702325,0.48,0.15,0.16,5,1
1753548282.635612,84,32,40,2,10,0,0,0,0,0,4.990231980664029,4.582060393602237,0.74,0.36,0.06,0,0
1753548282.635612,72,47,10,1,6,45,0,0,0,0,3.8242589649523726,5.90139983498081,0.61,0.29,0.11,0,0
1753548282.644451,55,8,9,2,4,455,2,2,2,0,4.1530208538330475,4.342970661536983,0.45,0.18,0.17,4,1
1753548282.6459203,81,42,20,0,6,45,0,0,0,0,5.440650608052994,4.4148984352448375,0.64,0.18,0.07,0,0
1753548282.6459203,44,23,20,1,8,61,0,0,0,0,4.193776740094209,5.868230079225048,0.45,0.25,0.16,0,0
1753548282.6459203,85,19,3,1,7,114,7,1,0,0,5.2274099772592955,3.155949819290088,0.53,0.24,0.09,4,1
1753548282.6459203,24,12,24,1,3,11,0,0,0,0,5.714893540172715,4.789585779988857,0.34,0.25,0.11,0,0
1753548282.6459203,68,33,35,5,10,74,0,0,0,0,4.1842595985354825,3.9650134969979853,0.38,0.32,0.1,0,0
1753548282.6459203,24,15,16,2,5,375,2,1,1,1,5.827429407423917,5.340874711302086,0.68,0.25,0.12,1,1
1753548282.6459203,81,43,29,1,7,38,0,0,0,0,5.108266664547215,3.8892628032548524,0.75,0.19,0.14,0,0
1753548282.6459203,39,34,12,1,4,36,0,0,0,0,4.429846449620069,5.054336825869665,0.65,0.31,0.11,0,0
1753548282.6459203,90,25,32,1,8,179,7,2,0,2,3.3062499539212906,5.972173087483018,0.43,0.39,0.16,3,1
1753548282.6459203,42,34,50,4,6,78,0,0,0,0,5.792296554336365,5.549189937470228,0.78,0.37,0.09,0,0
1753548282.6522157,99,46,48,4,3,38,0,0,0,0,5.798930240822059,3.4599361009547636,0.66,0.28,0.12,0,0
1753548282.6522157,45,14,40,5,9,174,6,1,0,0,3.086267065025179,4.922539418909883,0.8,0.37,0.09,5,1
1753548282.6538591,89,14,20,3,10,2,0,0,0,0,4.323300543413232,5.227810625722898,0.43,0.17,0.19,0,0
1753548282.6544197,60,29,31,0,4,96,0,0,0,0,4.795945978527379,4.320545622764105,0.72,0.37,0.1,0,0
1753548282.6554182,34,33,10,4,10,156,6,3,1,2,4.802732252670683,4.104494300319018,0.34,0.36,0.12,1,1
1753548282.6554182,66,46,44,1,8,93,0,0,0,0,5.414947584983228,5.9497764615118705,0.66,0.26,0.2,0,0
1753548282.6554182,92,33,7,1,9,16,0,0,0,0,5.749201511570711,5.377108974863467,0.56,0.22,0.16,0,0
1753548282.6554182,79,15,43,3,10,63,7,2,0,1,4.80279227999984,3.3520110824940827,0.52,0.37,0.17,2,1
1753548282.6566975,28,28,10,4,4,9,0,0,0,0,4.887169970593323,5.315465591592417,0.73,0.18,0.1,0,0
1753548282.6572793,35,26,9,3,6,98,0,0,0,0,5.92382891486602,4.626024755144581,0.55,0.36,0.17,0,0
1753548282.6579363,21,40,11,4,8,430,5,4,3,2,3.6823053254023215,4.517624313945954,0.7,0.23,0.06,4,1
1753548282.6579363,36,35,40,4,7,87,0,0,0,0,3.736559671426949,4.66534297758893,0.65,0.13,0.15,0,0
1753548282.6587794,32,22,22,0,4,79,0,0,0,0,5.56469127112245,5.7936250939629765,0.63,0.12,0.19,0,0
1753548282.6587794,67,7,37,0,4,165,6,1,3,2,5.11444007938144,5.634173972406872,0.55,0.21,0.15,4,1
1753548282.6587794,82,8,39,1,4,13,0,0,0,0,4.799842598502183,3.7376669215188496,0.49,0.14,0.05,0,0
1753548282.6599326,73,47,50,5,4,83,0,0,0,0,3.5733996818240965,4.652148494116373,0.36,0.37,0.13,0,0
1753548282.6599326,47,12,34,2,5,1,5,3,0,0,4.763483954140387,5.262526585925549,0.49,0.37,0.15,2,1
1753548282.6609137,71,13,17,2,7,64,0,0,0,0,4.549390962315154,5.910060468382593,0.76,0.35,0.12,0,0
1753548282.6617992,49,34,10,5,7,18,0,0,0,0,3.056920375959481,3.7687266505966086,0.69,0.16,0.13,0,0
1753548282.6617992,96,16,50,5,9,64,2,1,1,2,3.962888735190884,4.3435254566354065,0.77,0.14,0.13,2,1
1753548282.6617992,78,25,21,2,4,47,0,0,0,0,3.285767654003993,5.256906498872908,0.33,0.11,0.06,0,0
1753548282.6617992,33,14,10,2,10,54,0,0,0,0,4.672847014742249,3.7480806532825803,0.77,0.38,0.13,0,0
1753548282.6617992,82,25,49,1,10,341,6,4,1,1,4.774500231602142,3.769607854823785,0.53,0.14,0.13,5,1
1753548282.6648624,54,17,24,1,8,6,0,0,0,0,4.699060737097522,4.1180769666123265,0.41,0.37,0.09,0,0
1753548282.6654181,33,37,38,4,5,28,0,0,0,0,3.6204916947280585,5.197688731640572,0.44,0.24,0.17,0,0
1753548282.6654181,38,21,9,2,3,263,3,3,3,2,4.840812647827706,4.519774786845864,0.65,0.16,0.06,4,1
1753548282.6654181,38,23,24,3,4,68,0,0,0,0,3.6990304945196706,5.341331150818445,0.64,0.27,0.07,0,0
1753548282.6654181,21,45,40,4,8,54,0,0,0,0,5.82406252195825,5.416756985756008,0.3,0.38,0.14,0,0
1753548282.6670015,58,19,22,2,4,215,5,2,0,2,5.9575307533906,4.977393915451828,0.73,0.35,0.2,2,1
1753548282.6670015,30,7,39,3,10,29,0,0,0,0,4.1031312939983895,4.211602060925056,0.42,0.31,0.1,0,0
1753548282.6670015,39,22,37,3,9,47,0,0,0,0,4.135030058019957,5.5014150624384675,0.35,0.2,0.15,0,0
1753548282.668011,90,40,27,0,4,121,3,1,2,0,5.616732505190689,5.618435653751572,0.42,0.23,0.06,1,1
1753548282.668522,53,48,1,4,9,3,0,0,0,0,5.860867011014413,3.1341840684461855,0.35,0.27,0.08,0,0
1753548282.6690295,47,8,4,5,3,43,0,0,0,0,4.3443986079478725,4.906721916516245,0.63,0.35,0.09,0,0
1753548282.669612,82,12,27,2,6,28,6,4,3,0,5.032836002804742,3.729546056068451,0.45,0.33,0.09,2,1
1753548282.6706042,80,28,38,4,7,78,0,0,0,0,5.380037957162182,4.0226333297931856,0.59,0.23,0.15,0,0
1753548282.6706042,96,8,16,1,4,36,0,0,0,0,4.488236455991013,5.458561342989806,0.5,0.34,0.19,0,0
1753548282.6713605,25,29,40,5,8,203,4,2,3,2,5.740751657832006,5.103743990185613,0.66,0.37,0.09,4,1
1753548282.6713605,90,33,46,5,5,8,0,0,0,0,3.1145555133619185,5.036485737885044,0.62,0.17,0.05,0,0
1753548282.6724553,82,29,13,4,7,55,0,0,0,0,3.535205040337984,4.362630985984335,0.53,0.21,0.1,0,0
1753548282.6724553,43,10,27,0,9,262,5,4,2,2,5.913615341794104,4.7286840216482044,0.76,0.27,0.14,1,1
1753548282.6731148,32,7,18,1,7,45,0,0,0,0,4.948802198859147,5.625730355926681,0.33,0.19,0.17,0,0
1753548282.6731148,45,37,22,2,6,69,0,0,0,0,5.0218363733623494,5.531982797070902,0.61,0.22,0.17,0,0
1753548282.674315,87,35,29,0,9,368,6,1,3,2,5.152853442514813,5.349741131419008,0.45,0.37,0.11,4,1
1753548282.674315,91,48,31,2,8,11,0,0,0,0,5.91003224670426,4.724935529921478,0.35,0.12,0.07,0,0
1753548282.674315,69,22,19,4,3,62,0,0,0,0,4.53056632852871,3.4813630023067526,0.79,0.2,0.13,0,0
1753548282.676348,72,50,29,5,7,162,5,4,0,1,4.632993483487014,5.140934977646928,0.31,0.4,0.08,1,1
1753548282.676348,95,41,33,2,6,90,0,0,0,0,4.97340403857482,4.2413973987274005,0.78,0.38,0.15,0,0
1753548282.676348,23,27,50,5,5,74,0,0,0,0,3.9233890973503835,4.541259169268077,0.41,0.31,0.1,0,0
1753548282.676348,73,13,7,3,6,351,4,4,1,1,3.9693316812895745,4.347827632270806,0.67,0.31,0.12,5,1
1753548282.6789293,26,5,3,4,6,50,0,0,0,0,5.077421853162006,3.537478290713097,0.58,0.29,0.07,0,0
1753548282.6789293,77,48,49,0,4,39,0,0,0,0,3.639672378004034,4.891644780287843,0.31,0.4,0.11,0,0
1753548282.6796827,24,6,47,2,6,463,4,4,2,2,3.254400898478665,5.116775152990534,0.39,0.18,0.09,1,1
1753548282.6796827,76,47,45,3,5,91,0,0,0,0,5.010652794308264,5.499654042147499,0.64,0.31,0.09,0,0
1753548282.6796827,89,30,38,0,10,12,0,0,0,0,3.7690552731086338,3.64539323659901,0.74,0.25,0.13,0,0
1753548282.6796827,90,35,45,3,6,402,3,4,3,2,3.167587507040177,4.23911285621015,0.39,0.12,0.14,3,1
1753548282.6796827,31,11,48,0,8,94,0,0,0,0,5.252002942190744,3.606131026742666,0.67,0.13,0.2,0,0
1753548282.6796827,60,6,33,3,7,7,0,0,0,0,4.540005615569047,5.217753094897188,0.31,0.11,0.16,0,0
1753548282.6796827,40,19,46,5,4,416,6,2,0,0,5.691798180849769,3.9254101290713654,0.74,0.38,0.17,5,1
1753548282.6796827,87,39,13,0,9,91,0,0,0,0,4.436831530451217,3.7357218079519043,0.63,0.22,0.05,0,0
1753548282.6796827,49,28,0,2,6,24,0,0,0,0,3.260940486087553,5.188020584266106,0.77,0.4,0.08,0,0
1753548282.6796827,55,12,8,1,4,264,5,5,0,1,5.377354440713818,4.710360801589056,0.68,0.22,0.12,2,1
1753548282.683801,39,27,2,2,4,83,0,0,0,0,3.612080245295566,3.5843193189100693,0.51,0.23,0.08,0,0
1753548282.683801,99,38,28,0,5,24,0,0,0,0,4.199002498631396,4.682063616670309,0.52,0.38,0.12,0,0
1753548282.683801,90,9,34,3,3,51,4,3,1,2,4.407880766873738,3.136744352819116,0.75,0.36,0.19,3,1
1753548282.6855428,90,46,20,1,9,88,0,0,0,0,4.626628006168664,4.103865473824736,0.53,0.19,0.08,0,0
1753548282.6855428,29,25,11,1,7,34,0,0,0,0,3.68594982751533,4.580326800508217,0.77,0.15,0.15,0,0
1753548282.6855428,50,48,27,3,8,117,7,5,1,2,4.015029509851634,4.651606037775959,0.57,0.31,0.18,2,1
1753548282.6855428,47,36,32,4,5,17,0,0,0,0,3.0045519256878466,5.690282162697746,0.72,0.15,0.07,0,0
1753548282.6855428,35,16,4,2,4,37,0,0,0,0,4.914121896062831,3.4886130126380737,0.31,0.2,0.17,0,0
1753548282.687398,53,8,21,5,10,486,4,4,3,2,5.3731025402803265,5.552666765940607,0.34,0.23,0.1,4,1
1753548282.687398,87,48,10,5,3,25,0,0,0,0,3.4514469229353972,5.5526411708330325,0.4,0.1,0.08,0,0
1753548282.687398,84,42,20,5,8,35,0,0,0,0,5.546320891172907,5.973359346765658,0.42,0.29,0.1,0,0
1753548282.687398,20,21,12,4,3,392,4,2,2,0,3.371681161840507,5.139047537942231,0.61,0.13,0.11,4,1
1753548282.687398,60,31,34,5,8,48,0,0,0,0,4.300110306806336,3.959116948477913,0.48,0.4,0.19,0,0
1753548282.687398,51,35,40,4,6,27,0,0,0,0,5.346156966102321,4.305072255373073,0.33,0.17,0.11,0,0
1753548282.687398,99,39,23,4,9,239,2,3,3,0,3.83269139994297,4.555352538220369,0.57,0.32,0.14,2,1
1753548282.6926148,46,14,22,5,9,64,0,0,0,0,4.300592444818608,3.603020320355481,0.51,0.24,0.16,0,0
1753548282.6926148,36,16,31,2,4,16,0,0,0,0,3.6439637493769315,3.801482165326545,0.39,0.21,0.08,0,0
1753548282.6926148,59,10,1,2,8,35,2,4,0,1,4.828261096536296,3.5231176369211252,0.53,0.27,0.15,2,1
1753548282.6926148,36,49,19,4,4,99,0,0,0,0,3.9283807098841033,5.978621913953768,0.55,0.12,0.09,0,0
1753548282.694403,83,48,15,2,7,65,0,0,0,0,5.438760984444983,5.378215490798979,0.63,0.18,0.13,0,0
1753548282.694403,100,14,19,5,3,240,6,5,2,0,5.404056240560129,3.172042932858352,0.57,0.11,0.07,2,1
1753548282.6953323,30,50,19,1,7,69,0,0,0,0,4.939913712243304,3.636991929492144,0.55,0.21,0.07,0,0
1753548282.6953323,30,40,12,0,5,47,0,0,0,0,4.079013583717314,5.687008517236885,0.32,0.33,0.09,0,0
1753548282.6953323,57,28,33,5,5,105,5,3,1,2,4.938750643637378,3.774969432075499,0.45,0.32,0.12,5,1
1753548282.6953323,100,20,39,2,4,95,0,0,0,0,3.695659237740883,4.3804086804780695,0.66,0.29,0.16,0,0
1753548282.6953323,66,19,50,3,3,30,0,0,0,0,3.873261534000366,5.331422672699308,0.56,0.2,0.14,0,0
1753548282.6953323,45,45,31,5,7,284,2,4,1,0,4.940597111217281,4.074591996095593,0.52,0.36,0.15,3,1
1753548282.6953323,66,38,50,0,5,15,0,0,0,0,4.822849250351932,3.702261283678526,0.56,0.14,0.13,0,0
1753548282.6982474,78,40,4,5,8,99,0,0,0,0,5.236166719073813,5.498368424975558,0.39,0.26,0.14,0,0
1753548282.6982474,82,5,25,5,10,90,4,2,3,0,4.980239633264443,3.088614375036752,0.5,0.17,0.09,2,1
1753548282.6982474,69,10,21,3,9,76,0,0,0,0,3.4081582951345597,4.206755625835497,0.41,0.28,0.07,0,0
1753548282.6982474,20,31,7,5,6,3,0,0,0,0,5.544144879787021,3.633188778421278,0.52,0.38,0.11,0,0
1753548282.6982474,88,50,22,1,4,37,5,2,0,0,3.6168230242499053,5.17542508290795,0.49,0.38,0.19,1,1
1753548282.70077,46,14,8,5,3,3,0,0,0,0,5.5720461220983895,4.2744761973824,0.51,0.18,0.13,0,0
1753548282.70077,92,9,10,3,8,25,0,0,0,0,5.74233642162362,5.551672300249076,0.39,0.13,0.12,0,0
1753548282.7023914,32,18,46,3,5,253,2,3,3,1,5.979791156031027,3.2297094832579027,0.59,0.2,0.05,2,1
1753548282.7023914,36,42,21,4,6,32,0,0,0,0,3.3166670852926243,4.367102786075325,0.42,0.26,0.15,0,0
1753548282.7023914,64,26,6,2,4,95,0,0,0,0,4.489763386631045,3.1320357342395053,0.68,0.34,0.07,0,0
1753548282.7023914,71,19,15,5,4,448,5,3,1,1,5.858864790798847,3.7604178615965225,0.4,0.28,0.19,1,1
1753548282.7050402,98,38,47,2,7,36,0,0,0,0,3.99977865210888,5.718676235888064,0.42,0.33,0.2,0,0
1753548282.706408,84,11,23,4,8,55,0,0,0,0,5.488416560160248,4.536912772233902,0.46,0.29,0.19,0,0
1753548282.706408,67,19,8,5,8,194,7,4,2,0,4.29331799415408,4.844746505807179,0.54,0.36,0.12,1,1
1753548282.706408,34,25,22,2,4,35,0,0,0,0,4.84826145924412,3.1517519907535467,0.53,0.12,0.06,0,0
1753548282.708941,72,14,21,2,3,87,0,0,0,0,4.973837361064623,5.41638761457658,0.78,0.22,0.09,0,0
1753548282.7095761,52,7,39,4,7,246,3,1,0,1,5.190519276377973,5.877457262919153,0.37,0.13,0.11,4,1
1753548282.7095761,82,36,22,2,5,97,0,0,0,0,4.398332534979092,3.607022391196611,0.4,0.29,0.06,0,0
1753548282.7095761,58,6,40,0,5,16,0,0,0,0,4.928142956565199,4.896554188625858,0.37,0.29,0.11,0,0
1753548282.7115853,59,49,4,3,4,324,6,2,2,0,4.311729770154655,4.948704348038914,0.52,0.11,0.11,1,1
1753548282.7115853,42,26,40,2,5,61,0,0,0,0,4.204979448625148,3.300795706115079,0.42,0.17,0.17,0,0
1753548282.7115853,31,47,2,2,7,91,0,0,0,0,5.995382261306761,5.928502977433266,0.48,0.17,0.16,0,0
1753548282.7115853,74,36,39,5,9,193,2,2,0,2,3.385782599023556,5.346985710212436,0.45,0.15,0.08,2,1
1753548282.713594,46,27,27,4,4,96,0,0,0,0,4.081774062081722,3.861884249712795,0.7,0.29,0.11,0,0
1753548282.713594,75,7,1,0,9,98,0,0,0,0,3.732198075081282,4.829817541553916,0.58,0.35,0.06,0,0
1753548282.713594,48,36,2,3,3,178,4,1,2,0,5.035351976019898,5.8708194715716795,0.61,0.13,0.12,3,1
1753548282.713594,58,31,27,0,7,20,0,0,0,0,5.533129897057203,5.877469045769502,0.53,0.3,0.14,0,0
1753548282.7156007,66,25,13,1,8,84,0,0,0,0,4.794478588717689,5.056453595949344,0.51,0.27,0.12,0,0
1753548282.7172434,68,28,26,4,3,483,7,2,2,2,3.142142397900748,3.598683695822393,0.79,0.28,0.12,3,1
1753548282.7188864,95,45,9,5,8,1,0,0,0,0,5.679644213819438,4.122956488922285,0.36,0.19,0.1,0,0
1753548282.7188864,87,15,6,5,3,60,0,0,0,0,5.577442593225161,5.636674546290095,0.56,0.39,0.2,0,0
1753548282.7188864,24,25,26,1,4,470,7,4,3,1,4.703220032509373,5.429760012788143,0.74,0.26,0.19,2,1
1753548282.7210643,42,11,11,1,7,61,0,0,0,0,5.616512726972623,3.783234481580352,0.47,0.39,0.16,0,0
1753548282.7210643,94,8,31,5,4,61,0,0,0,0,3.535865577839199,4.953692827177623,0.31,0.13,0.17,0,0
1753548282.7210643,36,45,28,5,7,148,4,5,0,2,3.911220398576619,5.634691013863607,0.78,0.27,0.11,2,1
1753548282.7210643,41,30,8,3,3,64,0,0,0,0,3.304654444594843,5.934359299888876,0.51,0.39,0.13,0,0
1753548282.7236116,61,38,43,3,10,86,0,0,0,0,4.220555048120261,4.021741954843843,0.69,0.24,0.13,0,0
1753548282.7236116,23,8,2,5,8,207,3,2,2,0,3.7936997526717886,4.7683392450097255,0.54,0.27,0.07,2,1
1753548282.7249901,70,46,37,1,5,59,0,0,0,0,5.451389911620714,4.32035714281501,0.35,0.17,0.17,0,0
1753548282.7257047,45,15,5,2,8,13,0,0,0,0,5.796172289668581,5.988303613652244,0.74,0.32,0.16,0,0
1753548282.7257047,93,28,34,3,4,388,4,2,0,0,3.37025388194688,4.674466531705561,0.43,0.27,0.17,3,1
1753548282.7257047,20,44,1,1,10,73,0,0,0,0,3.2311354902790757,5.335043007388875,0.48,0.11,0.08,0,0
1753548282.7274563,84,23,40,3,6,45,0,0,0,0,4.488304720131697,5.315069952729879,0.74,0.19,0.12,0,0
1753548282.7274563,49,46,31,2,4,182,7,2,1,0,3.416881390080185,4.169169301696487,0.75,0.2,0.09,1,1
1753548282.7287233,27,25,32,5,4,38,0,0,0,0,4.196414498982827,4.789682280446429,0.45,0.22,0.07,0,0
1753548282.7287233,80,38,17,0,8,44,0,0,0,0,5.9081365102112,3.128990105788981,0.62,0.36,0.13,0,0
1753548282.7287233,22,14,26,1,9,496,4,1,3,1,5.489578959334665,5.185676660648152,0.37,0.26,0.14,2,1
1753548282.7287233,44,21,9,5,4,35,0,0,0,0,3.7264946158057377,3.1389949463234723,0.5,0.18,0.07,0,0
1753548282.7304535,38,38,27,3,6,89,0,0,0,0,4.3356685501616035,4.026816573853907,0.55,0.23,0.17,0,0
1753548282.7304535,85,13,32,0,7,444,6,3,3,1,4.847203082073531,3.1228543313768387,0.49,0.34,0.18,2,1
1753548282.732017,77,23,20,4,10,40,0,0,0,0,5.232420414053099,3.6996897724621647,0.77,0.16,0.07,0,0
1753548282.732017,34,20,42,3,3,6,0,0,0,0,5.810297316228741,5.891548214766195,0.51,0.37,0.15,0,0
1753548282.7330232,92,49,45,5,6,255,3,2,0,2,3.9549816588362687,4.993112818509259,0.71,0.18,0.2,1,1
1753548282.7330232,79,23,3,0,6,79,0,0,0,0,5.457609878901571,5.7573847162003124,0.78,0.17,0.17,0,0
1753548282.7341495,27,8,47,3,9,92,0,0,0,0,3.4421075225142816,3.9051699098624217,0.38,0.23,0.17,0,0
1753548282.7353525,23,33,45,1,7,360,2,2,0,1,5.448330577083713,5.18521226616036,0.41,0.28,0.13,4,1
1753548282.7361903,30,40,8,4,7,17,0,0,0,0,4.1480119941628395,4.587518376975693,0.64,0.12,0.08,0,0
1753548282.737683,60,9,49,1,3,25,0,0,0,0,5.517012903393626,3.4198956601224273,0.41,0.16,0.08,0,0
1753548282.7393806,87,44,18,5,7,178,4,2,3,2,4.010021599571526,3.905196520082106,0.32,0.31,0.19,3,1
1753548282.7415214,99,30,43,0,3,21,0,0,0,0,5.39401397837711,4.859886380327934,0.72,0.19,0.09,0,0
1753548282.74245,65,48,35,4,10,39,0,0,0,0,4.273317663174358,3.658659816912655,0.48,0.39,0.17,0,0
1753548282.7435858,75,37,7,1,5,214,5,5,0,2,5.552175942984006,4.1218885811681245,0.31,0.24,0.19,2,1
1753548282.74459,33,42,30,1,9,75,0,0,0,0,5.915866507511985,4.247446166801716,0.55,0.34,0.16,0,0
1753548282.74459,57,20,24,4,7,33,0,0,0,0,4.162199552633734,3.2011955496367257,0.67,0.2,0.15,0,0
1753548282.74459,45,8,17,2,8,330,3,2,3,2,5.235755944122846,4.66411398422572,0.7,0.23,0.11,1,1
1753548282.74459,93,39,10,0,9,63,0,0,0,0,5.6011341044789225,4.145752079169198,0.34,0.16,0.18,0,0
1753548282.74459,82,44,43,3,5,88,0,0,0,0,5.75526151027266,3.599353810063997,0.56,0.11,0.18,0,0
1753548282.74459,41,39,30,1,10,418,5,2,1,2,4.218095527697505,5.648793950730081,0.51,0.13,0.12,5,1
1753548282.74459,87,49,17,4,9,18,0,0,0,0,3.423354063810056,5.5773150056463106,0.75,0.21,0.06,0,0
1753548282.74459,34,31,10,2,3,32,0,0,0,0,4.748253377274407,4.814399766255672,0.5,0.23,0.05,0,0
1753548282.7496586,54,8,18,0,4,241,7,4,0,2,3.7392755270052866,3.154211930394299,0.59,0.21,0.12,1,1
1753548282.7496586,49,7,38,4,5,39,0,0,0,0,3.8951876709888413,4.376817662024508,0.63,0.12,0.06,0,0
1753548282.7496586,54,31,16,3,6,71,0,0,0,0,5.047123278884886,3.385512256244481,0.74,0.22,0.05,0,0
1753548282.7496586,32,42,42,1,7,343,4,3,3,1,5.945118590537319,3.972718801128594,0.33,0.2,0.17,1,1
1753548282.7496586,81,35,23,1,5,99,0,0,0,0,3.0321364778904982,4.966102819984057,0.36,0.37,0.2,0,0
1753548282.7496586,51,35,6,0,10,98,0,0,0,0,3.753791670258537,5.473246260741837,0.69,0.16,0.09,0,0
1753548282.7496586,42,35,21,5,5,335,3,2,2,1,3.055469324017908,5.618786238248752,0.51,0.39,0.13,2,1
1753548282.7496586,59,9,11,4,3,1,0,0,0,0,5.753779335212466,3.9449485186733204,0.79,0.29,0.15,0,0
1753548282.7496586,51,46,17,0,5,37,0,0,0,0,4.333569517395839,4.874521455781192,0.52,0.13,0.06,0,0
1753548282.7496586,24,7,25,1,5,299,3,5,1,2,3.6884673290438528,5.945953677574074,0.6,0.36,0.08,5,1
1753548282.7496586,53,23,38,1,8,88,0,0,0,0,4.541501796762407,3.0590218295011624,0.5,0.11,0.16,0,0
1753548282.7496586,55,35,44,4,4,9,0,0,0,0,5.488609687829428,3.688868844922999,0.39,0.15,0.1,0,0
1753548282.7496586,33,36,30,2,9,331,4,2,0,2,5.951989205802089,3.2943178221951146,0.74,0.12,0.17,5,1
1753548282.7580817,70,10,5,4,3,7,0,0,0,0,5.883037852106558,5.685242635015111,0.66,0.2,0.13,0,0
